tvgtrackcode_x,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,B_Horse,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,tvgtrackcode_y,bettinginterestnumber_y,horsename,morninglineodds,currentodds,winpayout
CD,2020-06-05,2,8.0,Churchill Downs,8,Lyonaisse,Cannon D,7-2,0.0,0.13,0.09,0.13,0.4,56,44,Colebrook Ben,0.14,0.26,0.13,0.13,0.21,56.0,49.0,40.0,33.0,41.0,bel,7,tiltingatwindmills,3/5,1/5,2.7
CD,2020-06-05,3,9.0,Churchill Downs,1,So Caught Up in U,Carroll D,12-1,0.0,0.25,0.12,0.05,0.18,67,50,Kinmon Keith,0.25,0.12,0.13,0.1,,41.0,66.0,61.0,37.0,32.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,1,So Caught Up in U,Carroll D,12-1,0.0,0.25,0.12,0.05,0.18,67,50,Kinmon Keith,0.25,0.12,0.13,0.1,,41.0,66.0,61.0,37.0,32.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,2,Reason to Soar,Mena M,10-1,0.09,0.21,0.11,0.07,0.25,93,71,Morse Randy L,0.07,0.07,0.07,0.06,,64.0,60.0,63.0,91.0,74.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,2,Reason to Soar,Mena M,10-1,0.09,0.21,0.11,0.07,0.25,93,71,Morse Randy L,0.07,0.07,0.07,0.06,,64.0,60.0,63.0,91.0,74.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,3,Cee R Bee,Murrill M,12-1,0.1,0.17,0.14,0.08,0.42,73,0,Wiggins Lon,0.11,0.0,0.09,0.05,0.06,61.0,63.0,58.0,68.0,68.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,3,Cee R Bee,Murrill M,12-1,0.1,0.17,0.14,0.08,0.42,73,0,Wiggins Lon,0.11,0.0,0.09,0.05,0.06,61.0,63.0,58.0,68.0,68.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,4,Sevier,Bridgmohan S X,8-1,0.14,0.29,0.21,0.1,0.35,89,67,Barkley Jason,0.06,0.1,0.1,0.09,,42.0,50.0,61.0,77.0,77.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,4,Sevier,Bridgmohan S X,8-1,0.14,0.29,0.21,0.1,0.35,89,67,Barkley Jason,0.06,0.1,0.1,0.09,,42.0,50.0,61.0,77.0,77.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,5,Nomo Ron,Cohen D,3-1,0.21,0.21,0.15,0.23,0.51,83,69,Diodoro Robertino,0.24,0.26,0.25,0.23,0.25,83.0,70.0,48.0,81.0,69.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,5,Nomo Ron,Cohen D,3-1,0.21,0.21,0.15,0.23,0.51,83,69,Diodoro Robertino,0.24,0.26,0.25,0.23,0.25,83.0,70.0,48.0,81.0,69.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,6,Park Ridge Benny,Lanerie C J,8-1,0.12,0.36,0.14,0.0,0.18,94,46,Vance Thomas D,0.21,0.09,0.06,0.11,,60.0,57.0,60.0,29.0,39.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,6,Park Ridge Benny,Lanerie C J,8-1,0.12,0.36,0.14,0.0,0.18,94,46,Vance Thomas D,0.21,0.09,0.06,0.11,,60.0,57.0,60.0,29.0,39.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,7,Grab the Munny,Baze T C,3-1,0.09,0.27,0.1,0.16,0.53,63,70,Sadler John W,0.17,0.2,0.23,0.2,0.24,68.0,66.0,63.0,66.0,64.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,7,Grab the Munny,Baze T C,3-1,0.09,0.27,0.1,0.16,0.53,63,70,Sadler John W,0.17,0.2,0.23,0.2,0.24,68.0,66.0,63.0,66.0,64.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,8,Fascilitator,Santana R Jr,5-2,0.13,0.34,0.18,0.17,0.46,85,73,Asmussen Steven M,0.2,0.2,0.2,,,60.0,76.0,82.0,58.0,83.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,8,Fascilitator,Santana R Jr,5-2,0.13,0.34,0.18,0.17,0.46,85,73,Asmussen Steven M,0.2,0.2,0.2,,,60.0,76.0,82.0,58.0,83.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,3,9.0,Churchill Downs,9,Twinkling Knight,Jimenez A,20-1,0.05,0.38,0.21,0.07,0.07,57,69,Guerrero Sal,0.33,0.05,0.06,0.07,,44.0,56.0,32.0,41.0,44.0,cd,5,nomo ron,3,5/2,7.8
CD,2020-06-05,3,9.0,Churchill Downs,9,Twinkling Knight,Jimenez A,20-1,0.05,0.38,0.21,0.07,0.07,57,69,Guerrero Sal,0.33,0.05,0.06,0.07,,44.0,56.0,32.0,41.0,44.0,bel,10,powerful venezuela,12,21,44.8
CD,2020-06-05,5,9.0,Churchill Downs,1,Olympic Romp,Graham J,20-1,0.13,0.29,0.16,0.18,0.43,51,64,Blair Jordan,0.18,0.12,0.12,0.17,0.24,57.0,64.0,64.0,51.0,40.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,1,Olympic Romp,Graham J,20-1,0.13,0.29,0.16,0.18,0.43,51,64,Blair Jordan,0.18,0.12,0.12,0.17,0.24,57.0,64.0,64.0,51.0,40.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,2,Gangly,Bejarano R,6-1,0.14,0.23,0.11,0.19,0.43,70,0,Moquett Ronald E,0.22,0.15,0.15,0.14,0.14,61.0,69.0,72.0,61.0,66.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,2,Gangly,Bejarano R,6-1,0.14,0.23,0.11,0.19,0.43,70,0,Moquett Ronald E,0.22,0.15,0.15,0.14,0.14,61.0,69.0,72.0,61.0,66.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,3,Jimmie T,Court J K,20-1,0.05,0.19,0.02,0.11,0.37,54,0,Stewart Dallas,0.13,0.16,0.11,0.13,0.26,54.0,61.0,998.0,39.0,51.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,3,Jimmie T,Court J K,20-1,0.05,0.19,0.02,0.11,0.37,54,0,Stewart Dallas,0.13,0.16,0.11,0.13,0.26,54.0,61.0,998.0,39.0,51.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,4,Pepper Pike,Santana R Jr,6-1,0.13,0.34,0.18,0.17,0.46,66,67,Asmussen Steven M,0.21,0.19,0.2,0.18,0.2,66.0,59.0,67.0,71.0,50.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,4,Pepper Pike,Santana R Jr,6-1,0.13,0.34,0.18,0.17,0.46,66,67,Asmussen Steven M,0.21,0.19,0.2,0.18,0.2,66.0,59.0,67.0,71.0,50.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,6,Something Natural,Lanerie C J,3-1,0.12,0.36,0.14,0.25,0.56,73,56,Cox Brad H,0.26,0.25,0.25,0.28,,52.0,73.0,69.0,75.0,68.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,6,Something Natural,Lanerie C J,3-1,0.12,0.36,0.14,0.25,0.56,73,56,Cox Brad H,0.26,0.25,0.25,0.28,,52.0,73.0,69.0,75.0,68.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,7,New Eagle,Gaffalione T,5-1,0.18,0.5,0.18,0.19,0.48,64,67,Maker Michael J,0.19,0.16,0.19,0.17,0.22,64.0,60.0,14.0,77.0,67.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,7,New Eagle,Gaffalione T,5-1,0.18,0.5,0.18,0.19,0.48,64,67,Maker Michael J,0.19,0.16,0.19,0.17,0.22,64.0,60.0,14.0,77.0,67.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,8,Artemus Eagle,Garcia M,4-1,0.15,0.34,0.19,0.19,0.48,74,38,Maker Michael J,0.16,0.18,0.19,0.17,0.22,69.0,61.0,61.0,52.0,74.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,8,Artemus Eagle,Garcia M,4-1,0.15,0.34,0.19,0.19,0.48,74,38,Maker Michael J,0.16,0.18,0.19,0.17,0.22,69.0,61.0,61.0,52.0,74.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,5,9.0,Churchill Downs,9,Carpe Victoriam,Cohen D,5-1,0.21,0.21,0.15,0.22,0.54,73,59,Amoss Thomas,0.15,0.17,0.19,0.23,0.18,73.0,55.0,59.0,58.0,66.0,cd,7,new eagle,5,5,13.8
CD,2020-06-05,5,9.0,Churchill Downs,9,Carpe Victoriam,Cohen D,5-1,0.21,0.21,0.15,0.22,0.54,73,59,Amoss Thomas,0.15,0.17,0.19,0.23,0.18,73.0,55.0,59.0,58.0,66.0,bel,4,idle time,3,4,10.4
CD,2020-06-05,6,9.0,Churchill Downs,3,Teenage Kicks,Gaffalione T,2-1,0.18,0.5,0.18,0.12,0.4,53,0,Brisset Rodolphe,0.18,0.18,0.14,0.21,,53.0,50.0,52.0,53.0,45.0,cd,5,orb's soul,3,7/2,9.6
CD,2020-06-05,6,9.0,Churchill Downs,3,Teenage Kicks,Gaffalione T,2-1,0.18,0.5,0.18,0.12,0.4,53,0,Brisset Rodolphe,0.18,0.18,0.14,0.21,,53.0,50.0,52.0,53.0,45.0,bel,5,tribecca,4,6,15.0
CD,2020-06-05,6,9.0,Churchill Downs,5,Orb's Soul,Hernandez B J Jr,3-1,0.09,0.41,0.19,0.14,0.5,57,41,Baker James E,0.18,0.19,0.17,0.15,,56.0,48.0,57.0,52.0,50.0,cd,5,orb's soul,3,7/2,9.6
CD,2020-06-05,6,9.0,Churchill Downs,5,Orb's Soul,Hernandez B J Jr,3-1,0.09,0.41,0.19,0.14,0.5,57,41,Baker James E,0.18,0.19,0.17,0.15,,56.0,48.0,57.0,52.0,50.0,bel,5,tribecca,4,6,15.0
CD,2020-06-05,6,9.0,Churchill Downs,8,Actress On Board,Borel C H,12-1,0.0,0.0,0.11,0.0,0.08,69,55,Barnett Bobby C,0.0,0.0,0.11,0.13,0.06,31.0,59.0,42.0,40.0,998.0,cd,5,orb's soul,3,7/2,9.6
CD,2020-06-05,6,9.0,Churchill Downs,8,Actress On Board,Borel C H,12-1,0.0,0.0,0.11,0.0,0.08,69,55,Barnett Bobby C,0.0,0.0,0.11,0.13,0.06,31.0,59.0,42.0,40.0,998.0,bel,5,tribecca,4,6,15.0
CD,2020-06-05,7,8.0,Churchill Downs,2,Alta's Award,Santana R Jr,4-1,0.13,0.34,0.18,0.17,0.46,79,0,Asmussen Steven M,0.21,0.19,0.2,0.18,0.17,77.0,79.0,78.0,78.0,70.0,cd,4,shedaresthedevil,3,7/5,4.8
CD,2020-06-05,7,8.0,Churchill Downs,2,Alta's Award,Santana R Jr,4-1,0.13,0.34,0.18,0.17,0.46,79,0,Asmussen Steven M,0.21,0.19,0.2,0.18,0.17,77.0,79.0,78.0,78.0,70.0,bel,11,the important one,10,6,15.6
CD,2020-06-05,7,8.0,Churchill Downs,4,Shedaresthedevil,Geroux F,3-1,0.12,0.27,0.17,0.25,0.56,80,56,Cox Brad H,0.34,0.26,0.25,0.25,0.25,78.0,80.0,80.0,64.0,56.0,cd,4,shedaresthedevil,3,7/5,4.8
CD,2020-06-05,7,8.0,Churchill Downs,4,Shedaresthedevil,Geroux F,3-1,0.12,0.27,0.17,0.25,0.56,80,56,Cox Brad H,0.34,0.26,0.25,0.25,0.25,78.0,80.0,80.0,64.0,56.0,bel,11,the important one,10,6,15.6
CD,2020-06-05,7,8.0,Churchill Downs,5,Embossed,Hernandez B J Jr,10-1,0.09,0.41,0.19,0.19,0.49,76,79,Stidham Michael,0.13,0.15,0.18,0.17,0.16,70.0,57.0,79.0,76.0,29.0,cd,4,shedaresthedevil,3,7/5,4.8
CD,2020-06-05,7,8.0,Churchill Downs,5,Embossed,Hernandez B J Jr,10-1,0.09,0.41,0.19,0.19,0.49,76,79,Stidham Michael,0.13,0.15,0.18,0.17,0.16,70.0,57.0,79.0,76.0,29.0,bel,11,the important one,10,6,15.6
CD,2020-06-05,7,8.0,Churchill Downs,6,Auction Fever,Garcia M,12-1,0.15,0.34,0.19,0.12,0.42,76,0,Fawkes David,0.13,0.15,0.15,0.15,0.11,76.0,64.0,71.0,62.0,64.0,cd,4,shedaresthedevil,3,7/5,4.8
CD,2020-06-05,7,8.0,Churchill Downs,6,Auction Fever,Garcia M,12-1,0.15,0.34,0.19,0.12,0.42,76,0,Fawkes David,0.13,0.15,0.15,0.15,0.11,76.0,64.0,71.0,62.0,64.0,bel,11,the important one,10,6,15.6
CD,2020-06-05,7,8.0,Churchill Downs,7,Mizzen Beau,Leparoux J R,8-1,0.09,0.26,0.11,0.11,0.46,75,56,Casse Norm W,0.21,0.15,0.24,0.12,0.04,75.0,59.0,68.0,42.0,56.0,cd,4,shedaresthedevil,3,7/5,4.8
CD,2020-06-05,7,8.0,Churchill Downs,7,Mizzen Beau,Leparoux J R,8-1,0.09,0.26,0.11,0.11,0.46,75,56,Casse Norm W,0.21,0.15,0.24,0.12,0.04,75.0,59.0,68.0,42.0,56.0,bel,11,the important one,10,6,15.6
CD,2020-06-05,7,8.0,Churchill Downs,8,Lazy Daisy,Cohen D,8-1,0.21,0.21,0.15,0.13,0.38,77,0,O'Neill Doug,0.16,0.17,0.18,0.14,0.17,71.0,43.0,77.0,66.0,62.0,cd,4,shedaresthedevil,3,7/5,4.8
CD,2020-06-05,7,8.0,Churchill Downs,8,Lazy Daisy,Cohen D,8-1,0.21,0.21,0.15,0.13,0.38,77,0,O'Neill Doug,0.16,0.17,0.18,0.14,0.17,71.0,43.0,77.0,66.0,62.0,bel,11,the important one,10,6,15.6
CD,2020-06-05,8,15.0,Churchill Downs,1,Caira,Leparoux J R,6-1,0.09,0.26,0.11,0.2,0.54,57,71,Delacour Arnaud,0.19,0.11,0.19,0.21,0.18,57.0,64.0,71.0,71.0,64.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,1,Caira,Leparoux J R,6-1,0.09,0.26,0.11,0.2,0.54,57,71,Delacour Arnaud,0.19,0.11,0.19,0.21,0.18,57.0,64.0,71.0,71.0,64.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,3,Templuna,Graham J,20-1,0.13,0.29,0.16,0.0,0.33,69,0,Wainwright John C,0.23,0.0,0.0,0.0,0.0,50.0,65.0,60.0,54.0,55.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,3,Templuna,Graham J,20-1,0.13,0.29,0.16,0.0,0.33,69,0,Wainwright John C,0.23,0.0,0.0,0.0,0.0,50.0,65.0,60.0,54.0,55.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,4,Vanilla Cat,Beschizza A,10-1,0.05,0.27,0.14,0.0,0.33,66,79,Harrigan William,0.0,0.0,0.0,0.0,0.0,59.0,73.0,76.0,72.0,72.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,4,Vanilla Cat,Beschizza A,10-1,0.05,0.27,0.14,0.0,0.33,66,79,Harrigan William,0.0,0.0,0.0,0.0,0.0,59.0,73.0,76.0,72.0,72.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,5,Hashtag Winner,Landeros C,20-1,0.05,0.16,0.07,0.06,0.19,65,0,Williamson Brian,0.15,0.1,0.11,0.12,0.11,65.0,61.0,50.0,61.0,57.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,5,Hashtag Winner,Landeros C,20-1,0.05,0.16,0.07,0.06,0.19,65,0,Williamson Brian,0.15,0.1,0.11,0.12,0.11,65.0,61.0,50.0,61.0,57.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,6,Private Beach,Jimenez A,12-1,0.05,0.38,0.21,0.0,0.31,66,0,Martinez Matthew R,0.25,0.0,0.0,0.0,0.33,69.0,66.0,66.0,58.0,80.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,6,Private Beach,Jimenez A,12-1,0.05,0.38,0.21,0.0,0.31,66,0,Martinez Matthew R,0.25,0.0,0.0,0.0,0.33,69.0,66.0,66.0,58.0,80.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,8,Woodfin,Bejarano R,5-2,0.14,0.23,0.11,0.02,0.26,0,80,Oliver Victoria,0.0,0.08,0.08,0.07,,74.0,68.0,80.0,75.0,76.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,8,Woodfin,Bejarano R,5-2,0.14,0.23,0.11,0.02,0.26,0,80,Oliver Victoria,0.0,0.08,0.08,0.07,,74.0,68.0,80.0,75.0,76.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,9,Seranitsa,Santana R Jr,7-2,0.13,0.34,0.18,0.17,0.41,59,80,Walsh Brendan P,0.09,0.1,0.13,0.13,0.13,56.0,65.0,80.0,79.0,76.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,9,Seranitsa,Santana R Jr,7-2,0.13,0.34,0.18,0.17,0.41,59,80,Walsh Brendan P,0.09,0.1,0.13,0.13,0.13,56.0,65.0,80.0,79.0,76.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,10,Singita Dreams,Hernandez B J Jr,12-1,0.09,0.41,0.19,0.25,0.44,47,60,Bauer Philip A,0.14,0.0,0.07,0.19,0.05,73.0,59.0,60.0,45.0,46.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,10,Singita Dreams,Hernandez B J Jr,12-1,0.09,0.41,0.19,0.25,0.44,47,60,Bauer Philip A,0.14,0.0,0.07,0.19,0.05,73.0,59.0,60.0,45.0,46.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,11,Smooth With a Kick,Gaffalione T,2-1,0.18,0.5,0.18,0.25,0.6,85,77,Brown Chad C,0.26,0.26,0.27,0.21,,77.0,73.0,85.0,78.0,77.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,11,Smooth With a Kick,Gaffalione T,2-1,0.18,0.5,0.18,0.25,0.6,85,77,Brown Chad C,0.26,0.26,0.27,0.21,,77.0,73.0,85.0,78.0,77.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,12,Lido Key,Talamo J,3-1,0.02,0.23,0.14,0.13,0.34,0,79,McPeek Kenneth G,0.1,0.11,0.14,0.1,,78.0,79.0,71.0,74.0,63.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,12,Lido Key,Talamo J,3-1,0.02,0.23,0.14,0.13,0.34,0,79,McPeek Kenneth G,0.1,0.11,0.14,0.1,,78.0,79.0,71.0,74.0,63.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,13,Ellens Birthday,Morales E,50-1,0.1,0.3,0.1,0.0,0.0,39,78,Medley Joseph A,0.0,0.0,0.0,0.0,,38.0,25.0,65.0,61.0,44.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,13,Ellens Birthday,Morales E,50-1,0.1,0.3,0.1,0.0,0.0,39,78,Medley Joseph A,0.0,0.0,0.0,0.0,,38.0,25.0,65.0,61.0,44.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,14,Channel Princess,Aragon R,15-1,0.0,0.25,0.03,0.08,0.33,61,67,Evans II Michael,0.1,0.1,0.1,0.11,0.14,53.0,61.0,61.0,62.0,58.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,14,Channel Princess,Aragon R,15-1,0.0,0.25,0.03,0.08,0.33,61,67,Evans II Michael,0.1,0.1,0.1,0.11,0.14,53.0,61.0,61.0,62.0,58.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,8,15.0,Churchill Downs,15,Velvet Crush,Gaffalione T,3-1,0.18,0.5,0.18,0.12,0.4,78,62,Brisset Rodolphe,0.1,0.2,0.18,0.18,0.15,52.0,78.0,57.0,62.0,48.0,cd,9,seranitsa,7/2,7,17.0
CD,2020-06-05,8,15.0,Churchill Downs,15,Velvet Crush,Gaffalione T,3-1,0.18,0.5,0.18,0.12,0.4,78,62,Brisset Rodolphe,0.1,0.2,0.18,0.18,0.15,52.0,78.0,57.0,62.0,48.0,bel,6,lost ticket,8,20,42.0
CD,2020-06-05,9,13.0,Churchill Downs,5,On d'Oro,Mena M,9-2,0.09,0.21,0.11,0.1,0.3,70,59,Hawley Wesley,0.09,0.11,0.06,0.14,,69.0,66.0,76.0,70.0,69.0,cd,6,wild union,4,2,6.2
CD,2020-06-05,9,13.0,Churchill Downs,5,On d'Oro,Mena M,9-2,0.09,0.21,0.11,0.1,0.3,70,59,Hawley Wesley,0.09,0.11,0.06,0.14,,69.0,66.0,76.0,70.0,69.0,bel,3,honey i'm good,8,5,12.8
CD,2020-06-05,9,13.0,Churchill Downs,6,Wild Union,Geroux F,4-1,0.12,0.27,0.17,0.25,0.56,79,56,Cox Brad H,0.28,0.26,0.25,0.25,0.25,79.0,66.0,67.0,77.0,71.0,cd,6,wild union,4,2,6.2
CD,2020-06-05,9,13.0,Churchill Downs,6,Wild Union,Geroux F,4-1,0.12,0.27,0.17,0.25,0.56,79,56,Cox Brad H,0.28,0.26,0.25,0.25,0.25,79.0,66.0,67.0,77.0,71.0,bel,3,honey i'm good,8,5,12.8
CD,2020-06-05,9,13.0,Churchill Downs,11,Obiwan,Corrales G,8-1,0.29,0.64,0.24,0.0,0.36,72,56,Quartarolo Anthony T,0.0,0.07,0.09,0.1,,72.0,56.0,53.0,52.0,32.0,cd,6,wild union,4,2,6.2
CD,2020-06-05,9,13.0,Churchill Downs,11,Obiwan,Corrales G,8-1,0.29,0.64,0.24,0.0,0.36,72,56,Quartarolo Anthony T,0.0,0.07,0.09,0.1,,72.0,56.0,53.0,52.0,32.0,bel,3,honey i'm good,8,5,12.8
CD,2020-06-05,9,13.0,Churchill Downs,12,Beaver Hat,Baze T C,15-1,0.09,0.27,0.1,0.06,0.19,75,0,Williamson Brian,0.06,0.11,0.11,0.17,,75.0,65.0,57.0,49.0,47.0,cd,6,wild union,4,2,6.2
CD,2020-06-05,9,13.0,Churchill Downs,12,Beaver Hat,Baze T C,15-1,0.09,0.27,0.1,0.06,0.19,75,0,Williamson Brian,0.06,0.11,0.11,0.17,,75.0,65.0,57.0,49.0,47.0,bel,3,honey i'm good,8,5,12.8
CD,2020-06-06,1,6.0,Churchill Downs,1,Take Charge Erica,Cohen D,6-1,0.22,0.26,0.15,0.08,0.32,67,0,Shorter Aaron,0.23,0.2,0.22,0.24,,49.0,71.0,60.0,48.0,67.0,bel,2,getoffmyback,2,5/2,7.8
CD,2020-06-06,1,6.0,Churchill Downs,1,Take Charge Erica,Cohen D,6-1,0.22,0.26,0.15,0.08,0.32,67,0,Shorter Aaron,0.23,0.2,0.22,0.24,,49.0,71.0,60.0,48.0,67.0,cd,2,unfading beauty,5,6,15.4
CD,2020-06-06,1,6.0,Churchill Downs,2,Unfading Beauty,Santana R Jr,5-1,0.13,0.33,0.18,0.2,0.41,62,74,Foley Gregory D,0.17,0.16,0.16,0.16,,57.0,51.0,55.0,74.0,62.0,bel,2,getoffmyback,2,5/2,7.8
CD,2020-06-06,1,6.0,Churchill Downs,2,Unfading Beauty,Santana R Jr,5-1,0.13,0.33,0.18,0.2,0.41,62,74,Foley Gregory D,0.17,0.16,0.16,0.16,,57.0,51.0,55.0,74.0,62.0,cd,2,unfading beauty,5,6,15.4
CD,2020-06-06,1,6.0,Churchill Downs,3,Lady by Choice,Graham J,2-1,0.14,0.3,0.16,0.21,0.54,82,0,Amoss Thomas,0.16,0.14,0.23,0.25,0.22,69.0,75.0,75.0,75.0,63.0,bel,2,getoffmyback,2,5/2,7.8
CD,2020-06-06,1,6.0,Churchill Downs,3,Lady by Choice,Graham J,2-1,0.14,0.3,0.16,0.21,0.54,82,0,Amoss Thomas,0.16,0.14,0.23,0.25,0.22,69.0,75.0,75.0,75.0,63.0,cd,2,unfading beauty,5,6,15.4
CD,2020-06-06,1,6.0,Churchill Downs,4,Holly Go Lightly,Saez G,4-1,0.06,0.29,0.13,0.14,0.3,64,87,Margolis Steve,0.06,0.0,0.07,0.1,0.21,70.0,63.0,75.0,69.0,65.0,bel,2,getoffmyback,2,5/2,7.8
CD,2020-06-06,1,6.0,Churchill Downs,4,Holly Go Lightly,Saez G,4-1,0.06,0.29,0.13,0.14,0.3,64,87,Margolis Steve,0.06,0.0,0.07,0.1,0.21,70.0,63.0,75.0,69.0,65.0,cd,2,unfading beauty,5,6,15.4
CD,2020-06-06,1,6.0,Churchill Downs,5,Sweet N Wicked,Ramos J D,5-1,0.0,0.17,0.12,0.33,0.44,76,83,Salas Felipe,0.0,0.5,0.16,0.2,0.15,67.0,64.0,52.0,63.0,41.0,bel,2,getoffmyback,2,5/2,7.8
CD,2020-06-06,1,6.0,Churchill Downs,5,Sweet N Wicked,Ramos J D,5-1,0.0,0.17,0.12,0.33,0.44,76,83,Salas Felipe,0.0,0.5,0.16,0.2,0.15,67.0,64.0,52.0,63.0,41.0,cd,2,unfading beauty,5,6,15.4
CD,2020-06-06,1,6.0,Churchill Downs,6,Liz's Cable Girl,Talamo J,3-1,0.02,0.25,0.14,0.21,0.54,91,0,Amoss Thomas,0.15,0.2,0.23,0.25,0.22,59.0,69.0,68.0,79.0,74.0,bel,2,getoffmyback,2,5/2,7.8
CD,2020-06-06,1,6.0,Churchill Downs,6,Liz's Cable Girl,Talamo J,3-1,0.02,0.25,0.14,0.21,0.54,91,0,Amoss Thomas,0.15,0.2,0.23,0.25,0.22,59.0,69.0,68.0,79.0,74.0,cd,2,unfading beauty,5,6,15.4
CD,2020-06-06,3,8.0,Churchill Downs,1,Vexatious,Geroux F,3-1,0.15,0.31,0.18,0.14,0.39,95,93,Sisterson Jack,0.2,0.07,0.16,0.1,0.14,82.0,78.0,95.0,92.0,93.0,cd,4,gentle ruler,4/5,4/5,3.6
