,tvgtrackcode,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,horsename,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,bettinginterestnumber_y,morninglineodds,currentodds,winpayout,Winner?
126,cd,5/28/20,1,8,Churchill Downs,8,samaronti,Gaffalione T,2-May,0.14,0.37,0.18,0.16,0.38,81,76,Walsh Brendan P,0.19,0.17,0.17,0.13,0.2,76,70,81,69,80,,,,0,0
127,cd,5/28/20,2,12,Churchill Downs,1,yogurt,Diaz C A,20-1,0,0,0.05,0.12,0.26,0,0,Short Thomas,0,0.09,0.13,0.11,0.11,,,,,,,,,0,0
128,cd,5/28/20,2,12,Churchill Downs,2,pam's avery rose,Kellenberger K,30-1,0,0.1,0.07,0.12,0.26,0,0,Short Thomas,0,0.09,0.13,0.11,0.11,,,,,,,,,0,0
129,cd,5/28/20,2,12,Churchill Downs,3,beautiful memories,Ortiz J L,1-Feb,0.12,0.4,0.15,0.13,0.41,0,0,Casse Mark,0.16,0.16,0.17,0.17,0.17,,,,,,3,2,5-Feb,2.8,1
130,cd,5/28/20,2,12,Churchill Downs,4,long monday,Jimenez A,15-1,0.09,0.27,0.22,0,0,0,0,Wojczynski Justin,0,0,0,,,,,,,,,,,0,0
131,cd,5/28/20,2,12,Churchill Downs,5,great jazz,Rocco J S Jr,1-Oct,0,0,0.09,0.1,0.5,0,0,Hancock Jack L,0.25,0.08,0.07,0.08,0.17,,,,,,,,,0,0
132,cd,5/28/20,2,12,Churchill Downs,6,blue grass anna,Lanerie C J,1-May,0.13,0.33,0.14,0.21,0.29,0,0,Hancock John A,0.17,0.07,0.14,0.12,0.08,,,,,,,,,0,0
133,cd,5/28/20,2,12,Churchill Downs,7,tiz a bit lucky,Gomez A,1-Oct,0,0,0,0,0.22,0,0,Gorostieta Cirilo,0.1,0.06,0.06,0.07,0.07,,,,,,,,,0,0
134,cd,5/28/20,2,12,Churchill Downs,8,wendy's fine wine,Ramos J D,20-1,0,0.23,0.13,0.17,0.5,0,0,Faircloth Aveory,0,0.06,0.07,0,0.06,,,,,,,,,0,0
135,cd,5/28/20,2,12,Churchill Downs,9,love's tavito,Leon S,20-1,0,0.23,0.1,0,0,0,0,Gonzalez Alejandro,0.13,0.02,0.05,0.13,,,,,,,,,,0,0
136,cd,5/28/20,2,12,Churchill Downs,10,hard to access,Parker D L,15-1,0,0,0.23,0.15,0.46,0,0,Hubley Mark,0,0,0.18,0.14,0.1,,,,,,,,,0,0
137,cd,5/28/20,2,12,Churchill Downs,11,bossy moment,Santana R Jr,2-May,0.16,0.42,0.19,0.18,0.47,0,0,Asmussen Steven M,0.17,0.2,0.2,0.2,0.22,,,,,,,,,0,0
138,cd,5/28/20,2,12,Churchill Downs,12,scat's choice,McKee J,20-1,0.08,0.08,0.11,0.06,0.18,0,0,Chapman James K,0,0.16,0.19,0.19,0.15,,,,,,,,,0,0
139,cd,5/28/20,3,10,Churchill Downs,1,i saw her first,McKee J,20-1,0.08,0.08,0.11,0.18,0.36,53,56,Watkins James M,0.13,0,0.17,0.13,0.17,38,998,53,31,56,,,,0,0
140,cd,5/28/20,3,10,Churchill Downs,2,dixie moll,Jimenez A,15-1,0.09,0.27,0.22,0.2,0.4,43,54,Pincins Robert J,0.5,0,0.13,0.16,0.09,43,25,24,38,17,,,,0,0
141,cd,5/28/20,3,10,Churchill Downs,3,divine dharma,Baze T C,1-Jun,0.17,0.42,0.1,0.09,0.27,70,64,Puhich Michael,0,0.11,0.1,0.16,,52,61,58,64,34,,,,0,0
142,cd,5/28/20,3,10,Churchill Downs,4,quiet dawn,Lanerie C J,2-May,0.13,0.33,0.14,0.15,0.44,56,56,Hartman Chris A,0.14,0.15,0.16,0.16,,55,44,56,41,38,,,,0,0
143,cd,5/28/20,3,10,Churchill Downs,5,be authentic,Kellenberger K,1-Dec,0,0.1,0.07,0.11,0.43,65,0,Catalano Wayne M,0.18,0.11,0.12,0.17,0.15,46,22,60,65,24,,,,0,0
144,cd,5/28/20,3,10,Churchill Downs,6,longleggedlaverne,Santana R Jr,1-Dec,0.16,0.42,0.19,0,0,51,40,Kendall Elise,0,0.14,0.2,0.07,,42,31,23,51,46,6,12,2-Jul,9.6,1
145,cd,5/28/20,3,10,Churchill Downs,7,china cat,Mena M,1-Feb,0.11,0.21,0.11,0.07,0.25,65,0,Morse Randy L,0.06,0.1,0.07,0.06,0.06,59,48,42,65,63,,,,0,0
146,cd,5/28/20,3,10,Churchill Downs,8,pepper them girl,Serpa A,20-1,0,0,0.07,0,0.25,45,14,Thompson Darrell,0,0.06,0.08,0,,45,27,41,24,14,,,,0,0
147,cd,5/28/20,3,10,Churchill Downs,9,double oaked,Beschizza A,1-Jun,0,0.31,0.14,0.2,0.4,57,68,Montano Angel,0,0,0.11,0.11,0.11,34,55,57,58,50,,,,0,0
148,cd,5/28/20,3,10,Churchill Downs,10,girl from berlin,Saez G,1-Aug,0,0.25,0.13,0.11,0.38,53,13,DiVito James P,0,0.16,0.17,0.07,0.16,50,52,53,42,33,,,,0,0
149,cd,5/28/20,4,16,Churchill Downs,1,golden rule haven,Doyle S,1-Dec,0,0.22,0.09,0.12,0.43,48,0,Jones J Larry,0.19,0.17,0.13,0.15,,46,34,48,24,36,,,,0,0
150,cd,5/28/20,4,16,Churchill Downs,2,private boone,Gomez A,50-1,0,0,0,0,0,61,0,Tadeo Erin,0,0,0,0,,7,20,30,43,40,,,,0,0
151,cd,5/28/20,4,16,Churchill Downs,3,happy go lucky,Kellenberger K,50-1,0,0.1,0.07,0.16,0.72,42,0,Combs Bentley,0.22,0.12,0.14,0.05,,27,42,24,36,13,,,,0,0
152,cd,5/28/20,4,16,Churchill Downs,4,smart arch,Burke J,1-Apr,0,0,0.06,0.14,0.43,61,0,Murphy Conor,0.09,0.06,0.09,0.09,,60,55,0,998,58,,,,0,0
153,cd,5/28/20,4,16,Churchill Downs,5,pharaoh's kitten,Beschizza A,1-Oct,0,0.31,0.14,0.17,0.32,0,42,Davis Christopher,0.15,0.1,0.09,0.14,0.14,42,,,,,,,,0,0
154,cd,5/28/20,4,16,Churchill Downs,6,rayo de luz,Lanerie C J,1-Aug,0.13,0.33,0.14,0.13,0.41,46,0,Colebrook Ben,0.13,0.13,0.12,0.09,,46,0,36,,,6,8,14,31.2,1
155,cd,5/28/20,4,16,Churchill Downs,7,herbies toys,Hernandez B J Jr,1-Aug,0.07,0.4,0.19,0.25,0.75,21,72,Corrigan Jim,0,0,0,0.14,0.14,72,65,998,21,,,,,0,0
156,cd,5/28/20,4,16,Churchill Downs,8,gambit,Graham J,2-Jul,0.14,0.38,0.16,0.1,0.3,78,66,Arnold George R II,0.14,0.14,0.12,0.07,,54,46,53,70,55,,,,0,0
157,cd,5/28/20,4,16,Churchill Downs,9,fast recovery,Murrill M,1-Dec,0.11,0.16,0.14,0.05,0.18,42,0,Williamson Brian,0.05,0.04,0.04,0.05,0.11,42,,,,,,,,0,0
158,cd,5/28/20,4,16,Churchill Downs,10,be an inspiration,Ramos J D,20-1,0,0.23,0.13,0.11,0.43,49,0,Catalano Wayne M,0.16,0.11,0.12,0.17,0.17,15,41,49,41,39,,,,0,0
159,cd,5/28/20,4,16,Churchill Downs,11,river stones,Talamo J,1-Dec,0.03,0.23,0.15,0.1,0.33,37,51,Romans Dale,0.13,0.2,0.13,0.12,0.1,51,37,18,,,,,,0,0
160,cd,5/28/20,4,16,Churchill Downs,12,mr. unusual,Rosario J,2-May,0.17,0.57,0.21,0.16,0.53,69,34,Sadler John W,0.16,0.23,0.21,0.21,,69,53,49,29,34,,,,0,0
161,cd,5/28/20,4,16,Churchill Downs,13,unimaginable u,Cohen D,1-Apr,0.21,0.21,0.15,0.2,0.45,59,0,Miller Peter,0.2,0.22,0.16,0.23,,46,54,59,,,,,,0,0
162,cd,5/28/20,4,16,Churchill Downs,14,clifton park,Talamo J,1-Jun,0.03,0.23,0.15,0.1,0.33,46,57,Romans Dale,0.2,0.13,0.12,0.1,0.12,55,47,57,46,42,,,,0,0
163,cd,5/28/20,4,16,Churchill Downs,15,a king's ransom,Conning C,15-1,0,0,0.03,0.07,0.27,45,51,Kobiskie Dane,0.13,0.14,0.06,0.14,,25,45,42,46,51,,,,0,0
164,cd,5/28/20,4,16,Churchill Downs,16,litany,Santana R Jr,15-1,0.16,0.42,0.19,0.15,0.44,66,0,Hartman Chris A,0.15,0.16,0.11,,,52,52,46,66,52,,,,0,0
165,cd,5/28/20,5,16,Churchill Downs,1,heavens whisper,Talamo J,5-Jun,0.03,0.23,0.15,0.1,0.32,79,64,Holthus Paul E,0.37,0.11,0.12,0.17,0.06,69,83,83,77,82,,,,0,0
166,cd,5/28/20,5,16,Churchill Downs,2,lucky be a lady,Court J K,20-1,0.08,0.17,0.02,0.03,0.13,61,41,Fires William H,0,0.07,0.07,0.09,0.02,61,52,41,57,27,,,,0,0
167,cd,5/28/20,5,16,Churchill Downs,3,my dark secret,Ramos J D,50-1,0,0.23,0.13,0.06,0.33,69,55,Grubbs Jamie L,0,0.1,0.11,0.12,0,63,46,48,59,51,,,,0,0
168,cd,5/28/20,5,16,Churchill Downs,4,grats road,Leparoux J R,1-Dec,0.06,0.32,0.11,0.02,0.14,64,54,Vance David R,0.11,0.11,0.12,0.13,0.03,52,55,57,56,64,,,,0,0
169,cd,5/28/20,5,16,Churchill Downs,5,big blue magic,Lanerie C J,15-1,0.13,0.33,0.14,0.07,0.25,75,73,Morse Randy L,0.08,0,0.07,0.06,0.11,65,53,65,55,61,,,,0,0
170,cd,5/28/20,5,16,Churchill Downs,6,yes i'm evil,Morales E,1-Jun,0.17,0.33,0.1,0.16,0.72,73,51,Combs Bentley,0.22,0.12,0.14,0.17,,70,65,73,61,0,,,,0,0
171,cd,5/28/20,5,16,Churchill Downs,7,kimberley dream,Mena M,1-Aug,0.11,0.21,0.11,0,0,68,72,Winston Fred D,0.43,0.44,0,,,45,66,67,33,58,,,,0,0
172,cd,5/28/20,5,16,Churchill Downs,8,weightlessness,Murrill M,1-Aug,0.11,0.16,0.14,0.24,0.55,71,37,Shirer Matt A,0.28,0.3,0.33,0.17,0.26,66,51,47,52,34,,,,0,0
173,cd,5/28/20,5,16,Churchill Downs,9,flash n' dance,Albarado R J,20-1,0,0.5,0.06,0.25,0.38,70,0,O'Donnell Marcus,0.17,0.06,0.11,0,,44,65,65,70,51,,,,0,0
174,cd,5/28/20,5,16,Churchill Downs,10,urban kat,Bejarano R,30-1,0.17,0.17,0.11,0.02,0.14,59,63,Vance David R,0.14,0.11,0.11,0.12,0.13,58,59,59,44,55,,,,0,0
175,cd,5/28/20,5,16,Churchill Downs,11,peace love bread,Sanjur S,1-Dec,0,0.17,0.1,0.14,0.21,55,68,Manley Steve,0.13,0.39,0.2,0.16,0.2,58,64,66,68,63,,,,0,0
176,cd,5/28/20,5,16,Churchill Downs,12,crazy sexy munny,Rosario J,1-May,0.17,0.57,0.21,0.21,0.6,73,53,Morey William E,0.23,0.23,0.23,0.23,0.3,72,66,73,71,50,12,5,2-May,7.6,1
177,cd,5/28/20,5,16,Churchill Downs,13,she's no drama,Kellenberger K,20-1,0,0.1,0.07,0.18,0.41,81,56,Kenney Ryan,0.13,0,0.1,0.15,0.08,49,41,54,44,55,,,,0,0
178,cd,5/28/20,5,16,Churchill Downs,14,colorincolonel,Santana R Jr,15-1,0.16,0.42,0.19,0,0.42,71,56,Quartarolo Anthony T,0,0.08,0.09,0.13,,40,46,63,48,62,,,,0,0
179,cd,5/28/20,5,16,Churchill Downs,15,no interest,Jimenez A,15-1,0.09,0.27,0.22,0,0.13,73,68,Roberson Denis W,0,0.15,0.14,0.14,0.33,43,56,60,61,64,,,,0,0
180,cd,5/28/20,5,16,Churchill Downs,16,fun paddy,Hernandez B J Jr,20-1,0.07,0.4,0.19,0.1,0.34,77,64,Glyshaw Tim,0.13,0.11,0.12,0.11,,54,58,59,50,64,,,,0,0
181,cd,5/28/20,6,14,Churchill Downs,1,vettori kin,Leparoux J R,1-Mar,0.06,0.32,0.11,0.14,0.35,94,98,McPeek Kenneth G,0.14,0.11,0.14,0.21,,84,66,54,85,91,,,,0,0
182,cd,5/28/20,6,14,Churchill Downs,2,ezmosh,Carroll D,1-Dec,0,0.25,0.12,0.16,0.44,88,91,Sharp Joe,0.2,0.14,0.11,0.15,0.15,59,81,70,76,60,,,,0,0
183,cd,5/28/20,6,14,Churchill Downs,3,logical myth,Santana R Jr,2-Jul,0.16,0.42,0.19,0.19,0.41,0,82,Foley Gregory D,0.17,0.06,0.14,0.14,0.16,82,73,76,69,73,,,,0,0
184,cd,5/28/20,6,14,Churchill Downs,4,clear for action,Hernandez B J Jr,1-May,0.07,0.4,0.19,0.17,0.46,68,84,Kenneally Eddie,0.12,0.19,0.2,0.17,0.27,38,73,78,84,67,,,,0,0
185,cd,5/28/20,6,14,Churchill Downs,5,zero gravity,Gaffalione T,1-May,0.14,0.37,0.18,0.2,0.48,87,91,Maker Michael J,0.15,0.15,0.16,0.16,0.17,76,87,74,80,81,5,5,7,16.2,1
186,cd,5/28/20,6,14,Churchill Downs,6,exulting,Rosario J,2-Jul,0.17,0.57,0.21,0.16,0.53,96,94,Sadler John W,0.15,0.1,0.16,0.17,0.21,74,83,89,92,91,,,,0,0
187,cd,5/28/20,6,14,Churchill Downs,7,moon over montana,Sanjur S,20-1,0,0.17,0.1,0.11,0.34,96,81,Hammond Kim,0.06,0.15,0.14,0.17,0.21,72,58,96,96,71,,,,0,0
188,cd,5/28/20,6,14,Churchill Downs,8,memory bank,Murrill M,15-1,0.11,0.16,0.14,0.14,0.21,81,95,Manley Steve,0.23,0.13,0.07,0.16,0.2,77,74,68,77,77,,,,0,0
189,cd,5/28/20,6,14,Churchill Downs,9,eisenstaedt,Talamo J,20-1,0.03,0.23,0.15,0.19,0.44,91,0,Moquett Ronald E,0.22,0.09,0.12,0.15,0.1,81,82,91,76,72,,,,0,0
190,cd,5/28/20,6,14,Churchill Downs,10,firewater jake,Geroux F,15-1,0.18,0.29,0.18,0.11,0.46,0,86,Flint Bernard S,0.43,0.3,0.19,0.17,0.15,66,66,82,61,86,,,,0,0
191,cd,5/28/20,6,14,Churchill Downs,11,honovi,Velazquez J R,1-Apr,0.23,0.41,0.18,0.16,0.38,78,91,Walsh Brendan P,0.19,0.13,0.13,0.2,,77,85,85,84,84,,,,0,0
192,cd,5/28/20,6,14,Churchill Downs,12,patriot drive,Ortiz J L,1-Apr,0.12,0.4,0.15,0.2,0.48,83,90,Maker Michael J,0.17,0.16,0.17,0.22,,78,82,77,87,83,,,,0,0
193,cd,5/28/20,6,14,Churchill Downs,13,discovered,Mena M,20-1,0.11,0.21,0.11,0.19,0.27,86,87,Sanner Daniel E,0,0,0,0.14,0,68,71,81,67,43,,,,0,0
194,cd,5/28/20,6,14,Churchill Downs,14,he will,Baze T C,15-1,0.17,0.42,0.1,0.13,0.36,93,103,Hollendorfer Jerry,0.2,0.14,0.18,0.16,0.17,42,48,51,81,74,,,,0,0
195,cd,5/28/20,7,11,Churchill Downs,1,carondelet,Achard A,30-1,0,0.13,0.06,0.05,0.38,50,0,Lovell Michelle,0.09,0.05,0.08,0.03,,37,47,50,,,,,,0,0
196,cd,5/28/20,7,11,Churchill Downs,2,jo marie,Court J K,1-Aug,0.08,0.17,0.02,0.03,0.13,69,70,Fires William H,0.17,0.1,0.07,0.04,0.06,49,59,61,65,63,,,,0,0
197,cd,5/28/20,7,11,Churchill Downs,3,punish,Rosario J,2-Jul,0.17,0.57,0.21,0.19,0.44,65,0,Moquett Ronald E,0.15,0.15,0.15,0.14,,55,65,58,45,53,,,,0,0
198,cd,5/28/20,7,11,Churchill Downs,4,delachaise,Graham J,1-Aug,0.14,0.38,0.16,0.11,0.46,65,68,Flint Bernard S,0.2,0.27,0.2,0.2,0.22,67,68,61,65,43,,,,0,0
199,cd,5/28/20,7,11,Churchill Downs,5,mi bella,Hernandez B J Jr,1-Aug,0.07,0.4,0.19,0.15,0.44,59,0,Hartman Chris A,0.15,0.15,0.13,0.16,,39,59,51,51,59,,,,0,0
200,cd,5/28/20,7,11,Churchill Downs,6,marcie's candy,Leon S,20-1,0,0.23,0.1,0.11,0.4,57,0,Reed Eric R,0.23,0.19,0.18,0.09,,26,40,31,57,,,,,0,0
201,cd,5/28/20,7,11,Churchill Downs,7,i'mthekatsmeow,Rocco J S Jr,1-Jun,0,0,0.09,0.12,0.25,51,0,Tomlinson Michael A,0.11,0.1,0.14,0.16,0.16,51,51,40,,,,,,0,0
202,cd,5/28/20,7,11,Churchill Downs,8,princess phone,Lanerie C J,2-Jul,0.13,0.33,0.14,0.07,0.27,62,73,Kobiskie Dane,0,0.18,0.14,0.2,0.12,45,69,62,73,55,,,,0,0
203,cd,5/28/20,7,11,Churchill Downs,9,rare action attack,Albarado R J,20-1,0,0.5,0.06,0,0.33,51,58,Childers James R,0,0.07,0,0.08,0.09,58,52,40,48,51,,,,0,0
204,cd,5/28/20,7,11,Churchill Downs,10,bonnet,Saez G,1-Mar,0,0.25,0.13,0.24,0.55,68,58,Shirer Matt A,0.28,0,0.26,0.26,0.25,66,67,35,51,66,10,3,5-Sep,5.8,1
205,cd,5/28/20,7,11,Churchill Downs,11,catlike,De La Cruz F,30-1,0,0,0.08,0,0.2,45,0,Steele Brandi,0,0.14,0.06,0.11,,43,33,34,18,37,,,,0,0
206,cd,5/28/20,8,11,Churchill Downs,1,portos,Ortiz J L,1-Apr,0.12,0.4,0.15,0.19,0.54,81,0,Pletcher Todd A,0.25,0.14,0.23,0.21,0.25,58,81,84,74,71,,,,0,0
207,cd,5/28/20,8,11,Churchill Downs,2,don vito corleone,Garcia M,1-Dec,0.22,0.35,0.19,0.1,0.1,0,0,Hiles Rick,0.11,0.15,0,,,0,80,,,,,,,0,0
208,cd,5/28/20,8,11,Churchill Downs,3,all west,Talamo J,15-1,0.03,0.23,0.15,0.19,0.44,81,0,Moquett Ronald E,0.13,0.15,0.15,0.14,0.15,80,81,61,,,,,,0,0
209,cd,5/28/20,8,11,Churchill Downs,4,mr. quality,Hernandez B J Jr,30-1,0.07,0.4,0.19,0.1,0.34,76,53,Glyshaw Tim,0.08,0.13,0.11,0.11,,76,53,58,43,48,,,,0,0
210,cd,5/28/20,8,11,Churchill Downs,5,dukes up,Mena M,2-Jul,0.11,0.21,0.11,0.13,0.4,87,80,Loy F Dewaine,0.1,0.1,0.05,,,87,81,80,82,78,,,,0,0
211,cd,5/28/20,8,11,Churchill Downs,6,locally owned,Gaffalione T,1-Aug,0.14,0.37,0.18,0.17,0.39,80,59,Stall Albert M Jr,0.22,0.19,0.18,0.2,,80,75,77,59,72,,,,0,0
212,cd,5/28/20,8,11,Churchill Downs,7,hombrazo,Rocco J S Jr,20-1,0,0,0.09,0.12,0.25,47,75,Tomlinson Michael A,0.15,0.12,0.11,0.14,0.06,75,77,51,57,46,,,,0,0
213,cd,5/28/20,8,11,Churchill Downs,8,tikhvin flew,Santana R Jr,1-Dec,0.16,0.42,0.19,0.18,0.47,81,38,Asmussen Steven M,0.21,0.19,0.2,0.18,0.17,75,38,81,72,76,,,,0,0
214,cd,5/28/20,8,11,Churchill Downs,9,sprawl,Rosario J,1-Apr,0.17,0.57,0.21,0.14,0.41,83,77,Mott William I,0.19,0.2,0.16,0.21,,83,77,76,74,73,9,4,4,10.4,1
215,cd,5/28/20,8,11,Churchill Downs,10,unshaken,Velazquez J R,1-Aug,0.23,0.41,0.18,0.21,0.5,80,0,Stidham Michael,0.21,0.14,0.13,0,0.18,80,70,,,,,,,0,0
216,cd,5/28/20,8,11,Churchill Downs,11,silver ratio,Castellano J J,2-Sep,0,0.39,0.13,0.19,0.54,82,0,Pletcher Todd A,0.25,0.23,0.21,0.25,,82,77,82,,,,,,0,0
217,cd,5/28/20,9,15,Churchill Downs,2,morticia,Gaffalione T,5-Sep,0.14,0.37,0.18,0.1,0.3,44,97,Arnold George R II,0.12,0.14,0.17,0.24,,91,97,84,89,96,,,,0,0
218,cd,5/28/20,9,15,Churchill Downs,3,go on mary,Lanerie C J,20-1,0.13,0.33,0.14,0.16,0.38,82,94,Walsh Brendan P,0.16,0.13,0.13,0.18,0.11,69,85,89,69,89,,,,0,0
219,cd,5/28/20,9,15,Churchill Downs,4,jo jo air,Corrales G,1-Dec,0.22,0.78,0.24,0.25,0.63,0,84,Ward Wesley A,0.21,0.2,0.26,0.25,,79,84,82,84,57,,,,0,0
220,cd,5/28/20,9,15,Churchill Downs,5,change of control,Hernandez C J,20-1,0,0.17,0.15,0.05,0.38,73,92,Lovell Michelle,0.09,0.08,0.08,0.07,,82,82,88,92,83,5,20,18,38.8,1
221,cd,5/28/20,9,15,Churchill Downs,1,play on,Bridgmohan S X,1-Apr,0.17,0.33,0.22,0.25,0.57,77,92,Cox Brad H,0.21,0.27,0.24,0.24,0.25,91,86,92,86,64,,,,0,0
222,cd,5/28/20,9,15,Churchill Downs,6,midnight fantasy,Garcia M,30-1,0.22,0.35,0.19,0.16,0.44,97,86,Sharp Joe,0.2,0.14,0.15,0.15,0.19,70,83,84,97,86,,,,0,0
223,cd,5/28/20,9,15,Churchill Downs,7,miss gossip,Jimenez A,30-1,0.09,0.27,0.22,0,0.13,85,90,Caramori Eduardo,0,0,0.12,0,,79,79,87,87,65,,,,0,0
224,cd,5/28/20,9,15,Churchill Downs,8,girls know best,Ortiz J L,5-Aug,0.12,0.4,0.15,0.17,0.46,91,103,Kenneally Eddie,0.18,0.21,0.2,0.19,0.19,92,96,91,83,90,,,,0,0
225,cd,5/28/20,9,15,Churchill Downs,9,unbridled class,Graham J,1-Jun,0.14,0.38,0.16,0.11,0.46,90,95,Flint Bernard S,0.3,0.19,0.22,0.25,,85,95,42,72,74,,,,0,0
226,cd,5/28/20,9,15,Churchill Downs,10,spring in the wind,Santana R Jr,50-1,0.16,0.42,0.19,0,0.42,87,66,Quartarolo Anthony T,0,0,0.05,0.04,0.05,67,56,75,84,72,,,,0,0
227,cd,5/28/20,9,15,Churchill Downs,11,mt. brave,Santana R Jr,1-Oct,0.16,0.42,0.19,0.18,0.47,90,0,Asmussen Steven M,0.21,0.13,0.15,0.19,0.16,85,72,79,85,90,,,,0,0
228,cd,5/28/20,9,15,Churchill Downs,12,mae never no,Corrales G,15-1,0.22,0.78,0.24,0.25,0.63,82,76,Ward Wesley A,0.21,0.28,0.2,0.26,0.25,14,81,77,82,60,,,,0,0
229,cd,5/28/20,9,15,Churchill Downs,13,tia flor,Diaz C A,50-1,0,0,0.05,0,0,76,81,Fernandez Kelly A,0,0,,,,52,998,45,38,36,,,,0,0
230,cd,5/28/20,9,15,Churchill Downs,14,take charge angel,Lanerie C J,1-Mar,0.13,0.33,0.14,0.13,0.41,90,0,Colebrook Ben,0.13,0.27,0.13,0.13,0.16,82,80,80,90,5,,,,0,0
231,cd,5/28/20,9,15,Churchill Downs,1A,break even,Rosario J,1-Apr,0.17,0.57,0.21,0.25,0.57,99,95,Cox Brad H,0.33,0.27,0.27,0.25,0.24,92,54,89,95,99,,,,0,0
232,cd,5/28/20,10,16,Churchill Downs,2,deanos cape,Lanerie C J,1-Jun,0.13,0.33,0.14,0.15,0.44,55,64,Hartman Chris A,0.19,0.1,0.15,0.16,0.11,72,55,56,64,51,,,,0,0
233,cd,5/28/20,10,16,Churchill Downs,3,draw the line,Hernandez B J Jr,1-Aug,0.07,0.4,0.19,0.1,0.37,57,59,DeVaux Cherie,0.13,0.11,0.23,0.07,0.25,59,57,42,,,,,,0,0
234,cd,5/28/20,10,16,Churchill Downs,4,quarterback dak,Corrales G,1-Oct,0.22,0.78,0.24,0.25,0.63,60,0,Ward Wesley A,0.21,0.29,0.17,0.25,,60,60,,,,4,10,3,8.2,1
235,cd,5/28/20,10,16,Churchill Downs,5,ekati's verve,Albarado R J,1-Jun,0,0.5,0.06,0.1,0.36,75,0,Stewart Dallas,0.1,0.06,0.11,0.13,0.1,66,68,60,75,66,,,,0,0
236,cd,5/28/20,10,16,Churchill Downs,6,boss life,Talamo J,1-Oct,0.03,0.23,0.15,0.1,0.33,0,69,Romans Dale,0.2,0.13,0.12,0.1,0.12,63,69,60,,,,,,0,0
237,cd,5/28/20,10,16,Churchill Downs,1,smart call,Gaffalione T,1-Aug,0.14,0.37,0.18,0.11,0.43,55,0,Catalano Wayne M,0.16,0.11,0.12,0.17,0.17,55,44,,,,,,,0,0
238,cd,5/28/20,10,16,Churchill Downs,7,jacks fire balls,Baze T C,1-Oct,0.17,0.42,0.1,0.05,0.33,69,0,Van Berg Thomas L,0,0,0.14,0.07,0.13,69,59,63,68,67,,,,0,0
239,cd,5/28/20,10,16,Churchill Downs,8,peerless brown,Graham J,1-Oct,0.14,0.38,0.16,0.13,0.41,56,0,Colebrook Ben,0.13,0,0.13,0.12,0.09,37,50,56,51,34,,,,0,0
240,cd,5/28/20,10,16,Churchill Downs,9,kickin' kirby,Mena M,15-1,0.11,0.21,0.11,0.08,0.25,68,0,Zito Nicholas P,0.07,0.11,0.03,0.07,0.08,58,60,54,59,52,,,,0,0
241,cd,5/28/20,10,16,Churchill Downs,10,port hunter,Santana R Jr,1-Oct,0.16,0.42,0.19,0.16,0.38,0,61,Walsh Brendan P,0.17,0.14,0.17,0.13,0.16,59,45,61,,,,,,0,0
242,cd,5/28/20,10,16,Churchill Downs,11,percher,Landeros C,15-1,0.08,0.08,0.07,0.11,0.35,58,55,Wilkes Ian R,0.18,0.14,0.13,0.16,,55,58,,,,,,,0,0
243,cd,5/28/20,10,16,Churchill Downs,12,second line david,Beschizza A,2-Jul,0,0.31,0.14,0.16,0.44,77,0,Sharp Joe,0.32,0.16,0.12,0.21,,45,77,65,,,,,,0,0
244,cd,5/28/20,10,16,Churchill Downs,13,first citizen,Rocco J S Jr,1-Aug,0,0,0.09,0,0,76,0,Rouck Martin L,0.4,0.11,0,0,,30,76,57,68,,,,,0,0
245,cd,5/28/20,10,16,Churchill Downs,14,smirk,Velazquez J R,1-May,0.23,0.41,0.18,0.14,0.41,66,63,Mott William I,0.2,0.16,0.14,,,66,63,54,64,,,,,0,0
246,cd,5/28/20,10,16,Churchill Downs,15,el franco,Jimenez A,50-1,0.09,0.27,0.22,0.17,0.44,41,0,Humphries Thomas,0,0.09,0.14,0,,41,18,20,,,,,,0,0
247,cd,5/28/20,10,16,Churchill Downs,1A,higher authority,Cohen D,1-Aug,0.21,0.21,0.15,0.24,0.47,60,77,Calhoun William Bret,0.23,0.22,0.27,0.4,0.25,68,71,36,77,71,,,,0,0
248,cd,5/29/20,1,8,Churchill Downs,1,jungle warfare,Rosario J,2-May,0.2,0.57,0.21,0.16,0.53,86,85,Sadler John W,0.16,0.19,0.23,0.2,0.24,86,73,74,80,74,1,2-May,2,6.6,1
249,cd,5/29/20,1,8,Churchill Downs,1A,shivermetimbers,Santana R Jr,2-May,0.16,0.37,0.19,0.18,0.47,91,87,Asmussen Steven M,0.18,0.2,0.18,0.2,,998,83,0,86,80,,,,0,0
250,cd,5/29/20,1,8,Churchill Downs,2,ebben,Lanerie C J,1-Dec,0.13,0.35,0.14,0.15,0.32,81,0,Margolis Steve,0.22,0.07,0.15,0.23,,81,68,74,63,80,,,,0,0
251,cd,5/29/20,1,8,Churchill Downs,3,curlin rules,Baze T C,2-Jul,0.15,0.38,0.1,0.16,0.53,98,95,Sadler John W,0.24,0.16,0.19,0.23,0.2,87,83,79,64,87,,,,0,0
