"RCTrack","RCDate","RCRace","Starters","TrackName","RaceState","Division","RaceBred","StateBred","RaceSex","RaceAge","Class","Purse","HiClaim","LoClaim","Distance","Inner","Surface","RaceType","GradedRace","GradedRaceDesc","SimTrack","SimRace","TrackRecord","DayOfWeek","PostTime","LongClass","TrkAbbrev","DistUnit","TimeUnit","Conditions"
"TAM",05/02/2020,1,9,"Tampa Bay Downs","FL","","","","O","41","CLM",11.500,6.250,6.250,7.000,"","D","",0,"","",0,120.89,"Saturday","12:20","Clm 6250","Tampa Bay Downs","","H","CLAIMING. Purse $11,500  FOR FOUR YEAR OLDS AND UPWARD. Weight, 122 lbs. Non-winners Of A Race Since April 2 Allowed 2 lbs. A Race Since March 2 Allowed 4 lbs. Claiming Price $6,250 (Races where entered for $5,000 or less not considered) (Registered Florida Breds Preferred)."
"TAM",05/02/2020,2,8,"Tampa Bay Downs","FL","","","","M","41","CLM",14.500,10.000,10.000,6.000,"","D","",0,"","",0,108.67,"Saturday","12:55","Clm 10000","Tampa Bay Downs","","H","CLAIMING. Purse $14,500  FOR FILLIES AND MARES FOUR YEARS OLD  AND UPWARD. Weight, 122 lbs. Non-winners Of A Race Since April 2 Allowed 2 lbs. A Race Since March 2 Allowed 4 lbs. Claiming Price $10,000 (Races Where Entered For $8,000 Or Less Not Considered)."
"TAM",05/02/2020,3,14,"Tampa Bay Downs","FL","","","","M","31","MCL",11.500,16.000,16.000,9.000,"","T","",0,"","",0,146.26,"Saturday","1:27","Md 16000","Tampa Bay Downs","","H","MAIDEN CLAIMING. Purse $11,500  FOR MAIDENS, FILLIES AND MARES THREE YEARS OLDAND UPWARD. Three Year Olds, 118 lbs.; Older, 123 lbs. Claiming Price $16,000 (Condition Eligibility)."
"TAM",05/02/2020,4,10,"Tampa Bay Downs","FL","","","","O","31","MCL",10.000,10.000,8.000,8.180,"","D","",0,"","",0,138.86,"Saturday","1:58","Md 10000","Tampa Bay Downs","","H","MAIDEN CLAIMING. Purse $10,000  FOR MAIDENS, THREE YEARS OLD  AND UPWARD. Three Year Olds, 118 lbs.; Older, 123 lbs. Claiming Price $10,000, For Each $1,000 To $8,000 1 lb."
"TAM",05/02/2020,5,14,"Tampa Bay Downs","FL","","","","M","31","ClmN",12.000,16.000,16.000,8.000,"","T","",0,"","",0,133.79,"Saturday","2:29","Clm 16000N2L","Tampa Bay Downs","","H","CLAIMING. Purse $12,000  FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds, 118 lbs.; Older, 124 lbs. Non-winners Of A Race At A Mile Or Over Since April 2 Allowed 3 lbs. Claiming Price $16,000 (Races Where Entered For $12,500 Or Less Not Considered In Allowances) (Condition Eligibility)(Older preferred). (If deemed inadvisable by management to run this race over the turf course, it will be run on the main track at One Mile and Forty Yards.)."
"TAM",05/02/2020,6,10,"Tampa Bay Downs","FL","","","","M","31","ClmN",10.300,8.000,8.000,5.500,"","D","",0,"","",0,102.79,"Saturday","3:01","Clm 8000N3L","Tampa Bay Downs","","H","CLAIMING. Purse $10,300  FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD WHICH HAVE NEVER WON THREE RACES. Three Year Olds, 118 lbs.; Older, 123 lbs. Non-winners Of A Race Since April 2 Allowed 3 lbs. Claiming Price $8,000 (Races Where Entered For $6,250 Or Less Not ConsideredIn Allowances)."
"TAM",05/02/2020,7,14,"Tampa Bay Downs","FL","","","","O","41","CLM",14.500,10.000,10.000,8.000,"","T","",0,"","",0,133.79,"Saturday","3:33","Clm 10000","Tampa Bay Downs","","H","CLAIMING. Purse $14,500  FOR FOUR YEAR OLDS AND UPWARD. Weight, 122 lbs. Non-winners Of A Race At A Mile Or Over Since April 2 Allowed 2 lbs. Such A Race Since March 2 Allowed 4 lbs. Claiming Price $10,000 (Races where entered for $8,000 or less not considered). (If deemed inadvisable by management to run this race over the turf course, it will be run on the main track at One Mile and Forty Yards.)."
"TAM",05/02/2020,8,12,"Tampa Bay Downs","FL","","","","O","31","ClmN",10.000,8.000,8.000,7.000,"","D","",0,"","",0,120.89,"Saturday","4:05","Clm 8000N2L","Tampa Bay Downs","","H","CLAIMING. Purse $10,000  FOR THREE YEAR OLDS AND UPWARD WHICH HAVE NEVER WON TWO RACES. Three Year Olds, 118 lbs.; Older, 124 lbs. Non-winners Of A Race Since April 2 Allowed 2 lbs. Claiming Price $8,000 (Races Where Entered For $6,250 Or Less Not Considered In Allowances)."
"TAM",05/02/2020,9,11,"Tampa Bay Downs","FL","","","","F","3","CLM",17.700,20.000,20.000,8.000,"","T","",0,"","",0,133.79,"Saturday","4:37","Clm 20000","Tampa Bay Downs","","H","CLAIMING. Purse $17,700  FOR FILLIES THREE YEARS OLD. Weight, 122 lbs. Non-winners of three races Allowed 2 lbs. Two races Allowed 4 lbs. Claiming Price $20,000 (Races where entered for $16,000 or less not considered) (Condition Eligibility). (If deemed inadvisable by managementto run this race over the turf course, it will be run on the main track at One Mile and Forty Yards.)."
