"RCTrack","RCDate","RCRace","Horse","FD","Foreign","Date","Track","Race","Surface","TimeformCode","Inner","Distance","Class","LongClass","ClaimPrice","Purse","TrkCond","RaceSex","RaceAge","StateBred","Starters","FirstFraction","SecondFraction","ThirdFraction","FourthFraction","FifthFraction","SixthFraction","FinalTime","FirstHorse","SecondHorse","ThirdHorse","FirstWeight","SecondWeight","ThirdWeight","FirstLenAdj","SecondLenAdj","ThirdLenAdj","GradedRace","GradedRaceDesc","ForeignCourse","PostPosition","FirstCall","FirstCallLenAdj","SecondCall","SecondCallLenAdj","ThirdCall","ThirdCallLenAdj","FourthCall","FourthCallLenAdj","StrCall","StrCallLenAdj","FinalCall","FinalCallLenAdj","DQ","DH","DQPlace","Beyer","Weight","Apprentice","Comment","LongComment","Odds","OddsPosition","Claimed","Lasix","Bute","Blinker","Bandage","AltEquipment","Jockey","Trainer","Entries","TrackVariant","SpeedRating","Breed","Owner","DistUnit","TimeUnit","LoPrice","TrainYear","TrainStarts","TrainWins","TrainPlaces","TrainShows","TrainWinPct","SealedTrack","PrevTrainYear","PrevTrainStarts","PrevTrainWins","PrevTrainPlaces","PrevTrainShows","PrevTrainWinPct","FirstFracHdths","SecondFracHdths","ThirdFracHdths","FourthFracHdths","FifthFracHdths","SixthFracHdths","FinalTimeHdths"
"GP",05/02/2020,5,"Silent Tiger","D",,06/30/2018,"GP",5,"D","","",7.00,"STK","CarryBackL75k",0.00,75.000,"wf","-","3","",7,22.40,44.80,109.00,-1.00,-1.00,-1.00,122.80,"War Giant","Noble Drama","Sighted",117,121,117,5.75,1.00,3.00,0,"","G",7,5,0.00,3,1.00,5,2.60,0,0.00,4,8.00,5,10.75,"","",0,73,120,0,"Stalkd,bid tn,faded","",26.70,6,"","L","/","","","","Maysonett F","Hayford Jennifer","",12,75,"","","","H",0.00,"",0,0,0,0,0.00,"","",,,,,,22.56,44.87,109.11,-1.00,-1.00,-1.00,122.85
"GP",05/02/2020,5,"Silent Tiger","D",,05/12/2018,"GP",8,"D","","",6.00,"ALW","Alw 41750N1X",0.00,41.750,"fst","-","31","S",9,22.40,45.80,58.40,-1.00,-1.00,-1.00,111.00,"Baba Tobi","Star Juancho","Silent Tiger",122,117,120,0.25,1.50,6.00,0,"","E",5,2,0.00,1,0.10,1,2.00,0,0.00,1,0.50,3,1.75,"","",0,77,120,0,"Pressurd pace,outfnshd","",14.80,5,"","L","/","","","","Maysonett F","Hayford Jennifer","",18,85,"","","","H",0.00,"",0,0,0,0,0.00,"","",,,,,,22.43,45.92,58.45,-1.00,-1.00,-1.00,111.17
"GP",05/02/2020,5,"Silent Tiger","D",,04/21/2018,"GP",5,"D","","",7.00,"STK","RoarB75k",0.00,75.000,"fst","-","3","R",6,22.80,45.40,110.00,-1.00,-1.00,-1.00,123.60,"Tudox Expectations","Hazit","Transistor",119,117,117,0.50,0.25,2.25,0,"","B",2,5,0.00,5,4.50,5,3.50,0,0.00,6,7.00,6,8.50,"","",0,65,120,0,"Taken wide early, tire","",18.80,6,"","L","/","B","","","Maysonett F","Hayford Jennifer","",16,73,"","","","H",0.00,"",0,0,0,0,0.00,"","",,,,,,22.84,45.44,110.01,-1.00,-1.00,-1.00,123.63
"GP",05/02/2020,5,"Silent Tiger","D",,03/25/2018,"Tam",10,"D","","",7.00,"STK","SophomoreB100k",0.00,100.000,"fst","-","3","S",9,22.60,46.00,112.00,-1.00,-1.00,-1.00,125.20,"Noble Commander","Silent Tiger","Lord Barna",117,120,117,3.00,1.00,0.25,0,"","D",4,5,0.00,4,0.70,2,0.10,0,0.00,2,2.00,2,3.00,"","",0,68,120,0,"Vied 3w, gamely","",15.80,6,"","L","/","B","","","Maysonett F","Hayford Jennifer","",18,78,"","","","H",0.00,"",0,0,0,0,0.00,"","",,,,,,22.60,46.04,112.04,-1.00,-1.00,-1.00,125.26
"GP",05/02/2020,5,"Silent Tiger","D",,03/02/2018,"GP",9,"D","","",7.00,"AOC","OC 75k/N1X -N",75.00,44.000,"fst","-","3","",7,23.00,45.80,109.80,-1.00,-1.00,-1.00,122.60,"National Flag","Belle Tapisserie","Ellas My Love",118,120,118,2.75,5.25,6.75,0,"","A",1,5,0.00,5,3.00,5,5.00,0,0.00,5,11.00,5,16.75,"","",0,68,120,0,"Urgd rail,drop back","",22.30,6,"","L","/","B","","","Maysonett F","Hayford Jennifer","",20,70,"","","","H",75.00,"",0,0,0,0,0.00,"","",,,,,,23.09,45.97,109.98,-1.00,-1.00,-1.00,122.65
"GP",05/02/2020,5,"Silent Tiger","D",,02/04/2018,"GP",8,"D","","",8.50,"AOC","OC 75k/N1X -N",75.00,44.000,"fst","-","3","",7,23.40,46.80,111.00,135.60,-1.00,-1.00,142.40,"Storm Runner","Mississippi","Cove Blue",118,118,118,0.25,9.25,2.75,0,"","A",1,6,5.60,5,6.50,5,5.50,0,0.00,6,12.10,5,15.00,"","",0,62,120,0,"Outrun inside","",59.80,7,"","L","/","B","","","Maysonett F","Hayford Jennifer","",19,79,"","","","H",75.00,"",0,0,0,0,0.00,"","",,,,,,23.47,46.87,111.09,135.71,-1.00,-1.00,142.55
"GP",05/02/2020,5,"Silent Tiger","D",,01/17/2018,"GP",9,"D","","",7.00,"AOC","OC 75k/N1X -N",75.00,44.700,"fst","-","3","",7,23.40,46.80,110.40,-1.00,-1.00,-1.00,123.00,"Impact Player","Septimius Severus","Silent Tiger",118,118,120,7.25,0.25,6.25,0,"","A",1,1,0.00,2,1.00,2,1.00,0,0.00,2,4.50,3,7.50,"","",0,73,120,0,"Battled for 2nd, wknd","",33.00,5,"","L","/","B","","","Maysonett F","Hayford Jennifer","",16,77,"","","","H",75.00,"",0,0,0,0,0.00,"","",,,,,,23.58,46.90,110.57,-1.00,-1.00,-1.00,123.18
"GP",05/02/2020,5,"Silent Tiger","D",,12/09/2017,"GP",3,"D","","",6.00,"STK","BffaloManB75k",0.00,75.000,"sly","-","2","",6,22.40,45.60,58.60,-1.00,-1.00,-1.00,111.40,"Diamond Oops","Madarnas","Aequor",122,116,116,2.00,1.25,1.25,0,"","A",1,6,0.00,5,9.50,6,9.00,0,0.00,6,7.10,6,10.75,"","",0,56,121,0,"Bmp&steady st, no bid","",36.10,5,"","L","/","B","","","Maysonett F","Hayford Jennifer","",18,73,"","","","H",0.00,"",0,0,0,0,0.00,"Y","",,,,,,22.50,45.60,58.70,-1.00,-1.00,-1.00,111.40
"GP",05/02/2020,5,"Silent Tiger","D",,11/14/2017,"GPW",4,"D","","",6.50,"MSW","Md Sp Wt 50k",0.00,50.000,"fst","-","2","",6,23.20,47.60,113.80,-1.00,-1.00,-1.00,120.40,"Silent Tiger","Daring Ego","Oroscopo",120,120,120,5.50,0.75,6.00,0,"","D",4,3,0.00,3,2.10,2,2.00,0,0.00,1,0.10,1,5.50,"","",0,54,120,0,"Loom up 1/4,duel,clear","",25.80,6,"","L","/","B","","","Maysonett F","Hayford Jennifer","",19,81,"","","","H",0.00,"",0,0,0,0,0.00,"","",,,,,,23.20,47.74,113.82,-1.00,-1.00,-1.00,120.54
"GP",05/02/2020,5,"Silent Tiger","D",,10/22/2017,"GPW",7,"T","","",8.00,"MSW","Md Sp Wt 40k",0.00,40.000,"fm","-","2","",9,25.00,50.60,116.20,-1.00,-1.00,-1.00,141.20,"Pony Up","Animal Kingston","Little Toe",119,119,119,1.25,0.50,2.25,0,"","F",6,6,4.60,6,4.20,7,4.50,0,0.00,9,14.70,9,20.55,"","",0,18,119,0,"Retreated far turn","",45.70,8,"","L","/","B","","","Santana I","Hayford Jennifer","",30,46,"","","","H",0.00,"",0,0,0,0,0.00,"","",,,,,,25.08,50.67,116.24,-1.00,-1.00,-1.00,141.24
"GP",05/02/2020,5,"Phish Fan","D",,04/10/2020,"GP",6,"D","","",5.50,"SOC","Soc 18000",10.00,17.800,"fst","-","41","",7,22.20,45.40,58.00,-1.00,-1.00,-1.00,104.60,"Travy Boy","Take Charge Dude","Killa Dee",121,121,123,0.25,0.25,1.75,0,"","D",4,5,0.00,5,8.00,7,9.20,0,0.00,6,11.60,6,15.25,"","",0,44,121,0,"Brushed after st,4-5wd","",5.80,3,"","L","/","B","","","Jaramillo E","Fawkes David","",12,74,"","","","H",8.00,"",0,0,0,0,0.00,"","",,,,,,22.24,45.59,58.06,-1.00,-1.00,-1.00,104.65
"GP",05/02/2020,5,"Phish Fan","D",,02/24/2020,"Prx",8,"D","","",7.00,"STR","Alw 7500s",7.50,31.000,"fst","-","41","",10,22.40,45.00,110.40,-1.00,-1.00,-1.00,124.40,"V. I. P. Code","Factor This In","Emperor John",123,123,123,7.25,3.25,0.25,0,"","E",5,6,0.00,6,4.20,5,4.10,0,0.00,3,8.50,4,10.75,"","",0,72,123,0,"Bobble, bump, 5p","",6.30,4,"","L","","B","","","Torres J","Velazquez Daniel","",27,78,"","","","H",0.00,"",0,0,0,0,0.00,"","2019",208,41,30,37,0.20,22.56,45.17,110.47,-1.00,-1.00,-1.00,124.51
"GP",05/02/2020,5,"Phish Fan","D",,02/04/2020,"Prx",7,"D","","",6.00,"CLM","Clm 12500",12.50,31.000,"fst","-","41","",9,21.80,45.00,57.00,-1.00,-1.00,-1.00,110.40,"Phish Fan","Regalian","Espresso Caliente",121,121,121,5.00,0.25,2.00,0,"","G",7,3,0.00,2,2.50,2,0.10,0,0.00,1,2.50,1,5.00,"","",0,86,121,0,"Stalked, bid, clear","",6.30,5,"","L","","B","","","Torres J","Velazquez Daniel","",19,84,"","","","H",12.50,"",0,0,0,0,0.00,"","",,,,,,21.88,45.06,57.19,-1.00,-1.00,-1.00,110.44
"GP",05/02/2020,5,"Phish Fan","D",,12/28/2019,"Prx",8,"D","","",6.50,"CLM","Clm c-12500 12",12.50,31.750,"fst","-","31","",12,22.40,46.00,111.80,-1.00,-1.00,-1.00,118.60,"Self Start","Tomater Gator","Midnight Games",121,121,121,7.00,5.50,2.25,0,"","J",10,4,0.00,4,1.60,5,5.10,0,0.00,3,7.50,6,15.80,"","",0,51,114,7,"Chased, weakened","",3.10,1,"C","L","","B","F","","Milan G","Lake Scott A","",31,64,"","Home Team Stables","","H",12.50,"2019",742,119,111,99,0.16,"","",,,,,,22.51,46.16,111.95,-1.00,-1.00,-1.00,118.77
"GP",05/02/2020,5,"Phish Fan","D",,12/16/2019,"Prx",7,"D","","",6.00,"CLM","Clm 16000",16.00,34.730,"fst","-","31","",10,22.00,45.40,58.20,-1.00,-1.00,-1.00,111.60,"Fix Me a Sandwich","Graves Island","Phish Fan",120,121,117,2.00,0.50,2.50,0,"","G",7,10,0.00,8,8.60,8,6.30,0,0.00,5,3.60,3,2.50,"","",0,69,117,7,"Bumped start, steadied","",10.90,6,"","L","","B","F","","Milan G","Lake Scott A","",23,75,"","","","H",16.00,"",0,0,0,0,0.00,"","",,,,,,22.06,45.42,58.22,-1.00,-1.00,-1.00,111.64
"GP",05/02/2020,5,"Phish Fan","D",,11/26/2019,"Prx",4,"D","","",5.50,"CLM","Clm c-7500 750",7.50,22.250,"fst","-","31","",10,22.20,45.60,58.00,-1.00,-1.00,-1.00,104.40,"Phish Fan","Ask Chuck","Hot N Spicy Love",117,117,124,5.00,4.00,0.25,0,"","A",1,7,0.00,6,1.80,6,2.60,0,0.00,2,1.50,1,5.00,"","",0,83,117,7,"Inside, drew off","",6.40,2,"C","L","","B","","","Milan G","Diaz Jorge","",21,90,"","Three Amigos Racing Stable LLC","","H",7.50,"2019",154,12,27,21,0.08,"","",,,,,,22.38,45.76,58.17,-1.00,-1.00,-1.00,104.43
"GP",05/02/2020,5,"Phish Fan","D",,11/17/2019,"Prx",4,"D","","",6.50,"CLM","Clm c-5000 500",5.00,20.750,"fst","-","31","",12,22.80,46.80,113.40,-1.00,-1.00,-1.00,120.00,"The Great Samurai","To the Victor","Polished Steel",124,124,124,1.00,3.50,5.00,0,"","E",5,11,0.00,10,6.30,4,5.00,0,0.00,5,3.70,4,9.50,"","",0,46,124,0,"Clip heels, stumble","",1.00,1,"C","L","","B","","","Torres J","Farro Patricia","",28,63,"","Mark Moshe","","H",5.00,"2019",532,63,77,74,0.12,"","",,,,,,22.99,46.85,113.43,-1.00,-1.00,-1.00,120.15
"GP",05/02/2020,5,"Phish Fan","D",,11/01/2019,"GPW",2,"D","","",6.00,"CLM","Clm 6250N1Y",6.25,16.400,"fst","-","31","",6,22.40,45.40,57.20,-1.00,-1.00,-1.00,109.60,"Delta Bluesman","Phish Fan","Mr Joshua",123,118,123,5.25,7.00,2.00,0,"","B",2,3,0.00,4,1.70,3,2.10,0,0.00,2,2.00,2,5.25,"","",0,77,118,5,"Chased btwn, best rest","",0.90,1,"","L","/","B","","","Torres C A","Maragh Aubrey A","",1,90,"","","","H",6.25,"",0,0,0,0,0.00,"","2019",177,40,35,32,0.23,22.48,45.41,57.36,-1.00,-1.00,-1.00,109.79
"GP",05/02/2020,5,"Phish Fan","D",,10/18/2019,"GPW",7,"D","","",5.50,"CLM","Clm 6250N1Y",6.25,16.600,"fst","-","31","",7,21.80,45.00,57.40,-1.00,-1.00,-1.00,104.00,"Li'l Meatball","Phish Fan","French Accent",123,118,123,1.50,4.25,0.75,0,"","C",3,2,0.00,5,5.00,5,6.50,0,0.00,4,3.00,2,1.50,"","",0,77,118,5,"4-5wd,good finsh","",2.20,1,"","L","/","B","F","","Torres C A","Maragh Aubrey A","",10,100,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,21.96,45.01,57.55,-1.00,-1.00,-1.00,104.17
"GP",05/02/2020,5,"Phish Fan","D",,09/22/2019,"GP",7,"D","","",6.00,"CLM","Clm 6250",6.25,19.140,"fst","-","31","",10,22.80,46.40,58.80,-1.00,-1.00,-1.00,111.60,"One Fine Ride","Karen's Cove","Dunk",122,122,124,1.00,1.00,0.25,0,"","G",7,4,0.00,8,5.10,7,6.10,0,0.00,7,6.20,9,7.50,"","",0,55,117,5,"Broke out,no impact","",13.40,5,"","L","/","B","","","Torres C A","Navarro Marcial","",16,76,"","","","H",6.25,"",0,0,0,0,0.00,"","2019",44,11,9,3,0.25,22.97,46.46,58.84,-1.00,-1.00,-1.00,111.63
"GP",05/02/2020,5,"Phish Fan","D",,09/08/2019,"GP",3,"D","","",6.00,"CLM","Clm 6250",6.25,19.000,"fst","-","31","",5,22.60,45.60,57.80,-1.00,-1.00,-1.00,111.20,"Northern","Colormepompom","One Fine Ride",124,122,124,3.00,0.50,8.00,0,"","D",4,5,0.00,2,1.00,2,1.50,0,0.00,3,4.50,4,11.50,"","",0,58,122,0,"Chased pace,2wd,wknd","",2.50,3,"","L","/","B","","","Jimenez A","Navarro Marcial","",20,74,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.62,45.79,57.94,-1.00,-1.00,-1.00,111.28
"GP",05/02/2020,5,"Phish Fan","D",,08/17/2019,"GP",2,"D","","",5.50,"CLM","Clm c-6250 625",6.25,19.460,"fst","-","31","",8,22.40,45.40,57.60,-1.00,-1.00,-1.00,104.20,"Northern","Particularity","Scam",122,122,122,0.10,0.10,1.50,0,"","G",7,3,0.00,4,2.10,2,0.50,0,0.00,3,1.50,4,1.70,"","",0,74,117,5,"Vied 3wd tn,flatnd out","",5.90,4,"C","L","/","B","F","","Torres C A","Thomas Monte R","",19,89,"","Lawson Racing Stables","","H",6.25,"2019",104,9,12,11,0.09,"","",,,,,,22.55,45.52,57.67,-1.00,-1.00,-1.00,104.22
"GP",05/02/2020,5,"Phish Fan","D",,07/07/2019,"GP",4,"D","","",5.50,"SOC","Soc 22000",10.00,22.330,"fst","-","31","",7,22.80,45.60,57.80,-1.00,-1.00,-1.00,104.40,"Salambo","Dr Harlan","Blings Express",124,124,122,1.25,0.50,2.00,0,"","G",7,4,0.00,5,1.60,3,1.50,0,0.00,4,2.50,4,3.75,"","",0,72,122,0,"Steady urging,3-5wd","",7.10,4,"","L","/","B","F","","Rendon J","Thomas Monte R","",13,86,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.93,45.73,57.93,-1.00,-1.00,-1.00,104.43
"GP",05/02/2020,5,"Phish Fan","D",,06/14/2019,"GP",6,"D","","",6.00,"CLM","Clm 10000",10.00,18.960,"sly","-","31","",7,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,112.20,"Dr Harlan","Phish Fan","Native Hawk",122,122,122,0.25,5.00,5.00,0,"","D",4,3,0.00,1,0.50,2,0.50,0,0.00,1,1.00,2,0.25,"","Y",0,70,122,0,"Duel,led,edgd out late","",9.00,3,"","L","/","B","F","","Gonzales J J","Thomas Monte R","",19,81,"","","","H",10.00,"",0,0,0,0,0.00,"Y","",,,,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,112.29
"GP",05/02/2020,5,"Phish Fan","D",,01/18/2019,"Tam",2,"D","","",6.00,"CLM","Clm 12500",12.50,15.500,"fst","-","41","",7,22.20,45.00,57.40,-1.00,-1.00,-1.00,110.20,"Singanothersong","Rol Again Question","Resident",120,120,120,3.75,1.75,1.75,0,"","E",5,1,0.00,3,3.00,3,4.50,0,0.00,4,7.50,5,8.00,"","",0,63,120,0,"Chased, no rally","",4.70,3,"","L","/","B","F","","Gallardo A A","Thomas Monte R","",8,85,"","","","H",10.00,"",0,0,0,0,0.00,"","",,,,,,22.37,45.19,57.40,-1.00,-1.00,-1.00,110.21
"GP",05/02/2020,5,"Phish Fan","D",,12/26/2018,"Tam",1,"D","","",6.00,"CLM","Clm 10000",10.00,15.860,"fst","-","31","",6,22.00,45.40,58.20,-1.00,-1.00,-1.00,111.80,"Polo Art","Phish Fan","Swagger",120,120,120,0.05,1.25,2.50,0,"","B",2,6,0.00,6,5.50,5,5.50,0,0.00,4,2.60,2,0.05,"","",0,65,120,0,"Late rally,just missed","",2.30,2,"","L","/","B","F","","Camacho S","Thomas Monte R","",13,85,"","","","H",10.00,"",0,0,0,0,0.00,"","",,,,,,22.19,45.48,58.38,-1.00,-1.00,-1.00,111.91
"GP",05/02/2020,5,"Phish Fan","D",,11/02/2018,"GPW",2,"D","","",6.00,"CLM","Clm 10000",10.00,21.440,"fst","-","31","",6,22.80,46.40,59.20,-1.00,-1.00,-1.00,112.60,"Big Boy Bruno","Greely Is Back","Phish Fan",121,121,121,1.00,1.25,1.00,0,"","F",6,3,0.00,3,1.60,3,1.60,0,0.00,4,4.10,3,2.25,"","",0,63,121,0,"3wd turn,kept on","",1.30,1,"","L","/","B","F","","Zayas E J","Thomas Monte R","",17,78,"","","","H",10.00,"",0,0,0,0,0.00,"","",,,,,,22.83,46.49,59.34,-1.00,-1.00,-1.00,112.70
"GP",05/02/2020,5,"Phish Fan","D",,08/05/2018,"GP",4,"D","","",6.00,"SOC","Soc 22000",10.00,21.720,"fst","-","31","",6,22.00,44.60,57.00,-1.00,-1.00,-1.00,110.60,"Harryhee","Over Promised","Phish Fan",122,122,122,0.05,1.75,3.00,0,"","D",4,4,0.00,5,5.00,6,7.20,0,0.00,5,7.50,3,1.80,"","",0,68,122,0,"Widest,solid finsh","",3.30,2,"","L","/","B","F","","Gonzales J J","Thomas Monte R","",14,87,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.16,44.75,57.13,-1.00,-1.00,-1.00,110.64
"GP",05/02/2020,5,"Phish Fan","D",,06/21/2018,"GP",4,"D","","",7.00,"SOC","Soc 18000C",10.00,18.820,"fst","-","31","",7,23.40,46.20,110.40,-1.00,-1.00,-1.00,123.60,"Chiseled","Twenty and Four","Solve",122,124,124,1.50,3.50,1.50,0,"","A",1,2,0.00,3,1.00,2,0.10,0,0.00,3,1.50,4,6.50,"","",0,68,124,0,"Duel,in hand 5/16,wknd","",0.90,1,"","L","/","B","F","","Gonzales J J","Thomas Monte R","",17,75,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,23.49,46.20,110.52,-1.00,-1.00,-1.00,123.65
"GP",05/02/2020,5,"Phish Fan","D",,05/27/2018,"GP",4,"D","","",7.00,"SOC","Soc 18000",10.00,16.680,"gd","-","31","",6,22.00,43.80,108.00,-1.00,-1.00,-1.00,121.40,"Phish Fan","Dizzy Gillespie","King Power",122,124,122,6.25,1.50,4.50,0,"","F",6,6,0.00,3,2.50,3,2.50,0,0.00,1,3.50,1,6.25,"","",0,92,122,0,"Up 3w1/4,drw off,sharp","",3.00,3,"","L","/","B","F","","Gonzales J J","Thomas Monte R","",18,93,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.10,43.98,108.09,-1.00,-1.00,-1.00,121.42
"GP",05/02/2020,5,"Phish Fan","D",,05/06/2018,"GP",2,"D","","",6.00,"SOC","Soc 18000",10.00,17.800,"gd","-","31","",6,22.20,44.00,56.60,-1.00,-1.00,-1.00,110.60,"Blings Express","Harryhee","Phish Fan",122,122,122,0.25,2.00,2.50,0,"","B",2,3,0.00,3,3.50,4,9.10,0,0.00,3,7.00,3,2.25,"","",0,80,122,0,"Insde turn,3wd,kpt on","",8.80,3,"","L","/","B","F","","Zayas E J","Thomas Monte R","",11,87,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.35,44.08,56.78,-1.00,-1.00,-1.00,110.60
"GP",05/02/2020,5,"Phish Fan","D",,03/17/2018,"Tam",7,"D","","",6.00,"SOC","Soc 17200",12.50,15.670,"fst","-","41","",6,22.40,45.20,57.80,-1.00,-1.00,-1.00,111.00,"Broncojoenvinny","Mr Manning","Evolution",118,120,120,0.10,0.75,3.00,0,"","B",2,5,0.00,6,8.70,6,9.50,0,0.00,4,7.60,4,3.85,"","",0,74,120,0,"Clip heels,stumble 5/8","",6.00,3,"","L","/","B","F","","Alvarez J L","Thomas Monte R","",13,85,"","","","H",8.00,"",0,0,0,0,0.00,"","",,,,,,22.47,45.38,57.88,-1.00,-1.00,-1.00,111.02
"GP",05/02/2020,5,"Phish Fan","D",,02/17/2018,"Tam",2,"D","","",6.00,"CLM","Clm 10000",10.00,15.010,"fst","-","41","",8,22.20,45.40,57.80,-1.00,-1.00,-1.00,110.40,"Phish Fan","J B Quick","Honest Fight",118,113,118,2.25,0.25,0.50,0,"","A",1,3,0.00,3,2.00,3,1.50,0,0.00,1,1.00,1,2.25,"","",0,76,118,0,"Rallied 3w, drew clr","",3.50,3,"","L","/","B","F","","Centeno D E","Thomas Monte R","",12,92,"","","","H",10.00,"",0,0,0,0,0.00,"","",,,,,,22.39,45.50,57.84,-1.00,-1.00,-1.00,110.57
"GP",05/02/2020,5,"Phish Fan","D",,01/19/2018,"Tam",7,"D","","",6.00,"CLM","Clm 8000",8.00,13.170,"fst","-","41","",8,22.40,45.60,57.80,-1.00,-1.00,-1.00,110.40,"Phish Fan","Dog Soldier","Smoltz",120,120,120,0.50,2.25,0.25,0,"","C",3,2,0.00,2,1.50,1,1.00,0,0.00,1,1.50,1,0.50,"","",0,71,120,0,"Rail bid turn, gamely","",8.10,5,"","L","/","B","F","","Centeno D E","Thomas Monte R","",11,92,"","","","H",7.00,"",0,0,0,0,0.00,"","",,,,,,22.50,45.63,57.81,-1.00,-1.00,-1.00,110.57
"GP",05/02/2020,5,"Phish Fan","D",,12/20/2017,"Tam",3,"D","","",6.00,"CLM","Clm 12500",12.50,15.670,"fst","-","31","",6,22.80,45.60,57.80,-1.00,-1.00,-1.00,110.60,"Big Silver Hoss","Moonlit Meteor","Formal Summation",122,120,122,1.50,1.00,0.50,0,"","B",2,2,0.00,2,0.10,3,0.60,0,0.00,4,3.10,5,7.25,"","",0,54,122,0,"Stumbled st, vied ins","",5.30,4,"","L","/","B","F","","De La Cruz F","Thomas Monte R","",16,85,"","","","H",10.00,"",0,0,0,0,0.00,"","",,,,,,22.99,45.69,57.93,-1.00,-1.00,-1.00,110.68
"GP",05/02/2020,5,"Phish Fan","D",,11/25/2017,"Tam",2,"D","","",6.00,"WCL","Wcl 6250",6.25,11.620,"fst","-","31","",4,23.00,46.00,58.00,-1.00,-1.00,-1.00,110.80,"Phish Fan","Bear's Profit","Limehousegas",120,120,120,2.75,2.25,13.75,0,"","A",1,2,0.00,1,0.50,1,1.00,0,0.00,1,2.50,1,2.75,"","",0,65,120,0,"Vied inside,drew clear","",0.60,1,"","L","/","B","F","","Centeno D E","Thomas Monte R","",11,91,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,23.08,46.00,58.17,-1.00,-1.00,-1.00,110.81
"GP",05/02/2020,5,"Phish Fan","D",,10/07/2017,"GPW",9,"D","","",6.00,"CLM","Clm 6250",6.25,16.000,"fst","-","31","",13,22.20,45.60,58.60,-1.00,-1.00,-1.00,112.20,"Starship Apollo","Phish Fan","Pachanga Party",121,121,121,0.50,3.50,1.25,0,"","A",1,13,0.00,10,5.80,9,8.10,0,0.00,8,4.20,2,0.50,"","",0,68,121,0,"Wide,surged to wire","",8.60,4,"","L","/","B","F","","Reyes L","Thomas Monte R","",20,81,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.21,45.68,58.61,-1.00,-1.00,-1.00,112.39
"GP",05/02/2020,5,"Phish Fan","D",,08/18/2017,"GP",2,"D","","",5.50,"CLM","Clm 6250",6.25,14.000,"fst","-","31","",6,22.60,45.20,57.60,-1.00,-1.00,-1.00,104.40,"Beaukati","Donegal Hall","Cunaviche",122,117,115,0.75,0.10,1.50,0,"","F",6,1,0.00,3,2.50,3,4.00,0,0.00,4,4.60,4,2.35,"","",0,65,122,0,"Track pace,outsde gain","",3.50,3,"","L","/","B","F","","Camacho S","Thomas Monte R","",10,90,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.76,45.35,57.67,-1.00,-1.00,-1.00,104.43
"GP",05/02/2020,5,"Phish Fan","D",,07/29/2017,"GP",10,"D","","",6.00,"CLM","Clm 6250",6.25,14.000,"fst","-","31","",11,22.60,45.80,58.20,-1.00,-1.00,-1.00,110.80,"More Applause","Donegal Hall","Phish Fan",121,114,121,3.25,0.25,5.25,0,"","K",11,2,0.00,3,1.00,1,0.50,0,0.00,2,1.00,3,3.50,"","",0,65,121,0,"Up3/8p,duel til 1/8p","",13.00,5,"","L","/","B","F","","Camacho S","Thomas Monte R","",16,83,"","","","H",6.25,"",0,0,0,0,0.00,"","",,,,,,22.66,45.96,58.25,-1.00,-1.00,-1.00,110.94
"GP",05/02/2020,5,"Phish Fan","D",,06/17/2017,"GP",10,"D","","",7.00,"CLM","Clm c-6250 625",6.25,14.000,"fst","-","31","",9,22.60,45.20,110.40,-1.00,-1.00,-1.00,124.20,"Fifth Avenue Flash","Crazy Frank C","Magnanimous Mine",122,122,124,0.25,1.00,2.25,0,"","F",6,2,0.00,3,2.00,4,2.10,0,0.00,6,5.70,8,9.75,"","",0,46,124,0,"Trackd pace,empty lane","",6.00,4,"C","L","/","B","","","Corrales G","Budhoo Steve","",12,72,"","Vargas Zohaila","","H",6.25,"2017",29,3,4,3,0.10,"","",,,,,,22.61,45.35,110.57,-1.00,-1.00,-1.00,124.39
"GP",05/02/2020,5,"Phish Fan","D",,06/03/2017,"GP",6,"D","","",6.00,"CLM","Clm c-6250 625",6.25,14.000,"sly","-","31","",8,22.40,45.40,57.80,-1.00,-1.00,-1.00,111.20,"Phish Fan","Starship Apollo","Where's That Cat",122,124,122,0.50,0.25,0.50,0,"","C",3,7,0.00,6,4.50,3,3.00,0,0.00,2,2.00,1,0.50,"","",0,64,122,0,"Outside,drvng,edg by,","",1.80,1,"C","L","/","B","","","Corrales G","Dibona Robert S","",16,85,"","Levesque Daniel","","H",6.25,"2017",46,7,6,2,0.15,"Y","",,,,,,22.42,45.53,57.97,-1.00,-1.00,-1.00,111.29
